Rate	Number of Leaves	n	WGD	Method	Distance
0.075	5	2	No WGD	Euclidean Min. Ev.	0.0
0.075	5	2	No WGD	Euclidean NJ	0.0
0.075	5	2	No WGD	Hamming Min. Ev.	0.0
0.075	5	2	No WGD	Hamming NJ	0.0
0.075	5	2	No WGD	MEDICC2	0.0
0.075	5	3	High WGD	MEDALT	0.496393634439739
0.075	5	3	High WGD	Euclidean Min. Ev.	0.0
0.075	5	3	High WGD	Euclidean NJ	0.0
0.075	5	3	High WGD	Hamming Min. Ev.	0.0
0.075	5	3	High WGD	Hamming NJ	0.0
0.075	5	3	High WGD	MEDICC2	0.0
0.075	5	3	Low WGD	MEDALT	1.0
0.075	5	3	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	3	Low WGD	Euclidean NJ	0.0
0.075	5	3	Low WGD	Hamming Min. Ev.	0.0
0.075	5	3	Low WGD	Hamming NJ	0.0
0.075	5	3	Low WGD	MEDICC2	0.0
0.075	5	3	No WGD	MEDALT	1.0
0.075	5	3	No WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	3	No WGD	Euclidean NJ	0.343074842208707
0.075	5	3	No WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	3	No WGD	Hamming NJ	0.0
0.075	5	3	No WGD	MEDICC2	0.0
0.075	5	4	High WGD	MEDALT	1.0
0.075	5	4	High WGD	Euclidean Min. Ev.	0.0
0.075	5	4	High WGD	Euclidean NJ	0.308181620264318
0.075	5	4	High WGD	Hamming Min. Ev.	0.0
0.075	5	4	High WGD	Hamming NJ	0.0
0.075	5	4	High WGD	MEDICC2	0.0
0.075	5	4	Low WGD	MEDALT	1.0
0.075	5	4	Low WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	4	Low WGD	Euclidean NJ	0.343074842208707
0.075	5	4	Low WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	4	Low WGD	Hamming NJ	0.0
0.075	5	4	Low WGD	MEDICC2	0.0
0.075	5	4	No WGD	MEDALT	1.0
0.075	5	4	No WGD	Euclidean Min. Ev.	0.0
0.075	5	4	No WGD	Euclidean NJ	0.0
0.075	5	4	No WGD	Hamming Min. Ev.	0.0
0.075	5	4	No WGD	Hamming NJ	0.0
0.075	5	4	No WGD	MEDICC2	0.0
0.075	5	5	High WGD	MEDALT	1.0
0.075	5	5	High WGD	Euclidean Min. Ev.	0.0
0.075	5	5	High WGD	Euclidean NJ	0.0
0.075	5	5	High WGD	Hamming Min. Ev.	0.0
0.075	5	5	High WGD	Hamming NJ	0.0
0.075	5	5	High WGD	MEDICC2	0.0
0.075	5	5	Low WGD	MEDALT	1.0
0.075	5	5	Low WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	5	Low WGD	Euclidean NJ	0.343074842208707
0.075	5	5	Low WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	5	Low WGD	Hamming NJ	0.0
0.075	5	5	Low WGD	MEDICC2	0.0
0.075	5	5	No WGD	MEDALT	1.0
0.075	5	5	No WGD	Euclidean Min. Ev.	0.0
0.075	5	5	No WGD	Euclidean NJ	0.0
0.075	5	5	No WGD	Hamming Min. Ev.	0.0
0.075	5	5	No WGD	Hamming NJ	0.0
0.075	5	5	No WGD	MEDICC2	0.0
0.075	5	6	High WGD	MEDALT	1.0
0.075	5	6	High WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	6	High WGD	Euclidean NJ	0.343074842208707
0.075	5	6	High WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	6	High WGD	Hamming NJ	0.0
0.075	5	6	High WGD	MEDICC2	0.0
0.075	5	6	Low WGD	MEDALT	1.0
0.075	5	6	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	6	Low WGD	Euclidean NJ	0.0
0.075	5	6	Low WGD	Hamming Min. Ev.	0.0
0.075	5	6	Low WGD	Hamming NJ	0.0
0.075	5	6	Low WGD	MEDICC2	0.0
0.075	5	6	No WGD	MEDALT	1.0
0.075	5	6	No WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	6	No WGD	Euclidean NJ	0.343074842208707
0.075	5	6	No WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	6	No WGD	Hamming NJ	0.0
0.075	5	6	No WGD	MEDICC2	0.0
0.075	5	7	High WGD	MEDALT	0.496393634439739
0.075	5	7	High WGD	Euclidean Min. Ev.	0.0
0.075	5	7	High WGD	Euclidean NJ	0.0
0.075	5	7	High WGD	Hamming Min. Ev.	0.0
0.075	5	7	High WGD	Hamming NJ	0.0
0.075	5	7	High WGD	MEDICC2	0.0
0.075	5	7	Low WGD	MEDALT	1.0
0.075	5	7	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.075	5	7	Low WGD	Euclidean NJ	0.308181620264318
0.075	5	7	Low WGD	Hamming Min. Ev.	0.308181620264318
0.075	5	7	Low WGD	Hamming NJ	0.0
0.075	5	7	Low WGD	MEDICC2	0.308181620264318
0.075	5	7	No WGD	MEDALT	1.0
0.075	5	7	No WGD	Euclidean Min. Ev.	0.0
0.075	5	7	No WGD	Euclidean NJ	0.0
0.075	5	7	No WGD	Hamming Min. Ev.	0.0
0.075	5	7	No WGD	Hamming NJ	0.308181620264318
0.075	5	7	No WGD	MEDICC2	0.0
0.075	5	8	High WGD	MEDALT	1.0
0.075	5	8	High WGD	Euclidean Min. Ev.	0.308181620264318
0.075	5	8	High WGD	Euclidean NJ	0.308181620264318
0.075	5	8	High WGD	Hamming Min. Ev.	0.308181620264318
0.075	5	8	High WGD	Hamming NJ	0.0
0.075	5	8	High WGD	MEDICC2	0.0
0.075	5	8	Low WGD	MEDALT	1.0
0.075	5	8	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	8	Low WGD	Euclidean NJ	0.0
0.075	5	8	Low WGD	Hamming Min. Ev.	0.0
0.075	5	8	Low WGD	Hamming NJ	0.0
0.075	5	8	Low WGD	MEDICC2	0.0
0.075	5	8	No WGD	MEDALT	0.496393634439739
0.075	5	8	No WGD	Euclidean Min. Ev.	0.0
0.075	5	8	No WGD	Euclidean NJ	0.0
0.075	5	8	No WGD	Hamming Min. Ev.	0.0
0.075	5	8	No WGD	Hamming NJ	0.0
0.075	5	8	No WGD	MEDICC2	0.0
0.075	5	9	High WGD	MEDALT	1.0
0.075	5	9	High WGD	Euclidean Min. Ev.	0.0
0.075	5	9	High WGD	Euclidean NJ	0.0
0.075	5	9	High WGD	Hamming Min. Ev.	0.0
0.075	5	9	High WGD	Hamming NJ	0.0
0.075	5	9	High WGD	MEDICC2	0.0
0.075	5	9	Low WGD	MEDALT	0.496393634439739
0.075	5	9	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.075	5	9	Low WGD	Euclidean NJ	0.308181620264318
0.075	5	9	Low WGD	Hamming Min. Ev.	0.308181620264318
0.075	5	9	Low WGD	Hamming NJ	0.0
0.075	5	9	Low WGD	MEDICC2	0.0
0.075	5	9	No WGD	MEDALT	1.0
0.075	5	9	No WGD	Euclidean Min. Ev.	0.0
0.075	5	9	No WGD	Euclidean NJ	0.0
0.075	5	9	No WGD	Hamming Min. Ev.	0.0
0.075	5	9	No WGD	Hamming NJ	0.0
0.075	5	9	No WGD	MEDICC2	0.0
0.075	5	10	High WGD	MEDALT	1.0
0.075	5	10	High WGD	Euclidean Min. Ev.	0.0
0.075	5	10	High WGD	Euclidean NJ	0.0
0.075	5	10	High WGD	Hamming Min. Ev.	0.0
0.075	5	10	High WGD	Hamming NJ	0.0
0.075	5	10	High WGD	MEDICC2	0.0
0.075	5	10	Low WGD	MEDALT	1.0
0.075	5	10	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	10	Low WGD	Euclidean NJ	0.0
0.075	5	10	Low WGD	Hamming Min. Ev.	0.0
0.075	5	10	Low WGD	Hamming NJ	0.0
0.075	5	10	Low WGD	MEDICC2	0.0
0.075	5	10	No WGD	MEDALT	1.0
0.075	5	10	No WGD	Euclidean Min. Ev.	0.0
0.075	5	10	No WGD	Euclidean NJ	0.0
0.075	5	10	No WGD	Hamming Min. Ev.	0.0
0.075	5	10	No WGD	Hamming NJ	0.0
0.075	5	10	No WGD	MEDICC2	0.0
0.075	5	11	High WGD	MEDALT	1.0
0.075	5	11	High WGD	Euclidean Min. Ev.	0.0
0.075	5	11	High WGD	Euclidean NJ	0.0
0.075	5	11	High WGD	Hamming Min. Ev.	0.0
0.075	5	11	High WGD	Hamming NJ	0.308181620264318
0.075	5	11	High WGD	MEDICC2	0.0
0.075	5	11	Low WGD	MEDALT	1.0
0.075	5	11	Low WGD	Euclidean Min. Ev.	0.631913740180849
0.075	5	11	Low WGD	Euclidean NJ	0.631913740180849
0.075	5	11	Low WGD	Hamming Min. Ev.	0.631913740180849
0.075	5	11	Low WGD	Hamming NJ	0.0
0.075	5	11	Low WGD	MEDICC2	0.0
0.075	5	11	No WGD	MEDALT	1.0
0.075	5	11	No WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	11	No WGD	Euclidean NJ	0.491528404008749
0.075	5	11	No WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	11	No WGD	Hamming NJ	0.0
0.075	5	11	No WGD	MEDICC2	0.0
0.075	5	12	High WGD	MEDALT	1.0
0.075	5	12	High WGD	Euclidean Min. Ev.	0.0
0.075	5	12	High WGD	Euclidean NJ	0.0
0.075	5	12	High WGD	Hamming Min. Ev.	0.0
0.075	5	12	High WGD	Hamming NJ	0.0
0.075	5	12	High WGD	MEDICC2	0.0
0.075	5	12	Low WGD	MEDALT	1.0
0.075	5	12	Low WGD	Euclidean Min. Ev.	0.470047680222583
0.075	5	12	Low WGD	Euclidean NJ	0.470047680222583
0.075	5	12	Low WGD	Hamming Min. Ev.	0.470047680222583
0.075	5	12	Low WGD	Hamming NJ	0.308181620264318
0.075	5	12	Low WGD	MEDICC2	0.0
0.075	5	12	No WGD	MEDALT	1.0
0.075	5	12	No WGD	Euclidean Min. Ev.	0.0
0.075	5	12	No WGD	Euclidean NJ	0.0
0.075	5	12	No WGD	Hamming Min. Ev.	0.0
0.075	5	12	No WGD	Hamming NJ	0.0
0.075	5	12	No WGD	MEDICC2	0.0
0.075	5	13	High WGD	MEDALT	0.496393634439739
0.075	5	13	High WGD	Euclidean Min. Ev.	0.0
0.075	5	13	High WGD	Euclidean NJ	0.0
0.075	5	13	High WGD	Hamming Min. Ev.	0.0
0.075	5	13	High WGD	Hamming NJ	0.0
0.075	5	13	High WGD	MEDICC2	0.0
0.075	5	13	Low WGD	MEDALT	1.0
0.075	5	13	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.075	5	13	Low WGD	Euclidean NJ	0.308181620264318
0.075	5	13	Low WGD	Hamming Min. Ev.	0.308181620264318
0.075	5	13	Low WGD	Hamming NJ	0.0
0.075	5	13	Low WGD	MEDICC2	0.0
0.075	5	13	No WGD	MEDALT	0.496393634439739
0.075	5	13	No WGD	Euclidean Min. Ev.	0.0
0.075	5	13	No WGD	Euclidean NJ	0.0
0.075	5	13	No WGD	Hamming Min. Ev.	0.0
0.075	5	13	No WGD	Hamming NJ	0.0
0.075	5	13	No WGD	MEDICC2	0.0
0.075	5	14	High WGD	MEDALT	1.0
0.075	5	14	High WGD	Euclidean Min. Ev.	0.0
0.075	5	14	High WGD	Euclidean NJ	0.0
0.075	5	14	High WGD	Hamming Min. Ev.	0.0
0.075	5	14	High WGD	Hamming NJ	0.0
0.075	5	14	High WGD	MEDICC2	0.0
0.075	5	14	Low WGD	MEDALT	1.0
0.075	5	14	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	14	Low WGD	Euclidean NJ	0.0
0.075	5	14	Low WGD	Hamming Min. Ev.	0.0
0.075	5	14	Low WGD	Hamming NJ	0.0
0.075	5	14	Low WGD	MEDICC2	0.0
0.075	5	14	No WGD	MEDALT	1.0
0.075	5	14	No WGD	Euclidean Min. Ev.	0.0
0.075	5	14	No WGD	Euclidean NJ	0.0
0.075	5	14	No WGD	Hamming Min. Ev.	0.0
0.075	5	14	No WGD	Hamming NJ	0.343074842208707
0.075	5	14	No WGD	MEDICC2	0.0
0.075	5	15	High WGD	MEDALT	1.0
0.075	5	15	High WGD	Euclidean Min. Ev.	0.0
0.075	5	15	High WGD	Euclidean NJ	0.0
0.075	5	15	High WGD	Hamming Min. Ev.	0.0
0.075	5	15	High WGD	Hamming NJ	0.343074842208707
0.075	5	15	High WGD	MEDICC2	0.0
0.075	5	15	Low WGD	MEDALT	1.0
0.075	5	15	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	15	Low WGD	Euclidean NJ	0.0
0.075	5	15	Low WGD	Hamming Min. Ev.	0.0
0.075	5	15	Low WGD	Hamming NJ	0.0
0.075	5	15	Low WGD	MEDICC2	0.0
0.075	5	15	No WGD	MEDALT	0.73708479885846
0.075	5	15	No WGD	Euclidean Min. Ev.	0.0
0.075	5	15	No WGD	Euclidean NJ	0.0
0.075	5	15	No WGD	Hamming Min. Ev.	0.0
0.075	5	15	No WGD	Hamming NJ	0.0
0.075	5	15	No WGD	MEDICC2	0.0
0.075	5	16	High WGD	MEDALT	0.73708479885846
0.075	5	16	High WGD	Euclidean Min. Ev.	0.0
0.075	5	16	High WGD	Euclidean NJ	0.0
0.075	5	16	High WGD	Hamming Min. Ev.	0.0
0.075	5	16	High WGD	Hamming NJ	0.0
0.075	5	16	High WGD	MEDICC2	0.0
0.075	5	16	Low WGD	MEDALT	1.0
0.075	5	16	Low WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	16	Low WGD	Euclidean NJ	0.343074842208707
0.075	5	16	Low WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	16	Low WGD	Hamming NJ	0.0
0.075	5	16	Low WGD	MEDICC2	0.0
0.075	5	16	No WGD	MEDALT	0.61374655714287
0.075	5	16	No WGD	Euclidean Min. Ev.	0.0
0.075	5	16	No WGD	Euclidean NJ	0.0
0.075	5	16	No WGD	Hamming Min. Ev.	0.0
0.075	5	16	No WGD	Hamming NJ	0.0
0.075	5	16	No WGD	MEDICC2	0.0
0.075	5	17	High WGD	MEDALT	1.0
0.075	5	17	High WGD	Euclidean Min. Ev.	0.343074842208707
0.075	5	17	High WGD	Euclidean NJ	0.343074842208707
0.075	5	17	High WGD	Hamming Min. Ev.	0.343074842208707
0.075	5	17	High WGD	Hamming NJ	0.0
0.075	5	17	High WGD	MEDICC2	0.0
0.075	5	17	Low WGD	MEDALT	1.0
0.075	5	17	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	17	Low WGD	Euclidean NJ	0.0
0.075	5	17	Low WGD	Hamming Min. Ev.	0.0
0.075	5	17	Low WGD	Hamming NJ	0.0
0.075	5	17	Low WGD	MEDICC2	0.0
0.075	5	17	No WGD	MEDALT	0.52467394323735
0.075	5	17	No WGD	Euclidean Min. Ev.	0.0
0.075	5	17	No WGD	Euclidean NJ	0.0
0.075	5	17	No WGD	Hamming Min. Ev.	0.0
0.075	5	17	No WGD	Hamming NJ	0.0
0.075	5	17	No WGD	MEDICC2	0.0
0.075	5	18	High WGD	MEDALT	1.0
0.075	5	18	High WGD	Euclidean Min. Ev.	0.0
0.075	5	18	High WGD	Euclidean NJ	0.0
0.075	5	18	High WGD	Hamming Min. Ev.	0.0
0.075	5	18	High WGD	Hamming NJ	0.0
0.075	5	18	High WGD	MEDICC2	0.0
0.075	5	18	Low WGD	MEDALT	1.0
0.075	5	18	Low WGD	Euclidean Min. Ev.	0.323732119916531
0.075	5	18	Low WGD	Euclidean NJ	0.323732119916531
0.075	5	18	Low WGD	Hamming Min. Ev.	0.323732119916531
0.075	5	18	Low WGD	Hamming NJ	0.0
0.075	5	18	Low WGD	MEDICC2	0.0
0.075	5	18	No WGD	MEDALT	1.0
0.075	5	18	No WGD	Euclidean Min. Ev.	0.0
0.075	5	18	No WGD	Euclidean NJ	0.0
0.075	5	18	No WGD	Hamming Min. Ev.	0.0
0.075	5	18	No WGD	Hamming NJ	0.0
0.075	5	18	No WGD	MEDICC2	0.0
0.075	5	19	High WGD	MEDALT	0.496393634439739
0.075	5	19	High WGD	Euclidean Min. Ev.	0.308181620264318
0.075	5	19	High WGD	Euclidean NJ	0.308181620264318
0.075	5	19	High WGD	Hamming Min. Ev.	0.308181620264318
0.075	5	19	High WGD	Hamming NJ	0.308181620264318
0.075	5	19	High WGD	MEDICC2	0.0
0.075	5	19	Low WGD	MEDALT	1.0
0.075	5	19	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	19	Low WGD	Euclidean NJ	0.0
0.075	5	19	Low WGD	Hamming Min. Ev.	0.0
0.075	5	19	Low WGD	Hamming NJ	0.308181620264318
0.075	5	19	Low WGD	MEDICC2	0.0
0.075	5	19	No WGD	MEDALT	1.0
0.075	5	19	No WGD	Euclidean Min. Ev.	0.323732119916531
0.075	5	19	No WGD	Euclidean NJ	0.323732119916531
0.075	5	19	No WGD	Hamming Min. Ev.	0.323732119916531
0.075	5	19	No WGD	Hamming NJ	0.0
0.075	5	19	No WGD	MEDICC2	0.0
0.075	5	20	High WGD	MEDALT	1.0
0.075	5	20	High WGD	Euclidean Min. Ev.	0.0
0.075	5	20	High WGD	Euclidean NJ	0.0
0.075	5	20	High WGD	Hamming Min. Ev.	0.0
0.075	5	20	High WGD	Hamming NJ	0.0
0.075	5	20	High WGD	MEDICC2	0.0
0.075	5	20	Low WGD	MEDALT	1.0
0.075	5	20	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	20	Low WGD	Euclidean NJ	0.0
0.075	5	20	Low WGD	Hamming Min. Ev.	0.0
0.075	5	20	Low WGD	Hamming NJ	0.0
0.075	5	20	Low WGD	MEDICC2	0.0
0.075	5	20	No WGD	MEDALT	0.52467394323735
0.075	5	20	No WGD	Euclidean Min. Ev.	0.0
0.075	5	20	No WGD	Euclidean NJ	0.0
0.075	5	20	No WGD	Hamming Min. Ev.	0.0
0.075	5	20	No WGD	Hamming NJ	0.0
0.075	5	20	No WGD	MEDICC2	0.0
0.075	5	21	High WGD	MEDALT	1.0
0.075	5	21	High WGD	Euclidean Min. Ev.	0.0
0.075	5	21	High WGD	Euclidean NJ	0.0
0.075	5	21	High WGD	Hamming Min. Ev.	0.0
0.075	5	21	High WGD	Hamming NJ	0.0
0.075	5	21	High WGD	MEDICC2	0.0
0.075	5	21	Low WGD	MEDALT	1.0
0.075	5	21	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	21	Low WGD	Euclidean NJ	0.0
0.075	5	21	Low WGD	Hamming Min. Ev.	0.0
0.075	5	21	Low WGD	Hamming NJ	0.0
0.075	5	21	Low WGD	MEDICC2	0.0
0.075	5	21	No WGD	MEDALT	1.0
0.075	5	21	No WGD	Euclidean Min. Ev.	0.0
0.075	5	21	No WGD	Euclidean NJ	0.0
0.075	5	21	No WGD	Hamming Min. Ev.	0.0
0.075	5	21	No WGD	Hamming NJ	0.308181620264318
0.075	5	21	No WGD	MEDICC2	0.0
0.075	5	22	High WGD	MEDALT	0.496393634439739
0.075	5	22	High WGD	Euclidean Min. Ev.	0.0
0.075	5	22	High WGD	Euclidean NJ	0.0
0.075	5	22	High WGD	Hamming Min. Ev.	0.0
0.075	5	22	High WGD	Hamming NJ	0.0
0.075	5	22	High WGD	MEDICC2	0.0
0.075	5	22	Low WGD	MEDALT	1.0
0.075	5	22	Low WGD	Euclidean Min. Ev.	0.323732119916531
0.075	5	22	Low WGD	Euclidean NJ	0.323732119916531
0.075	5	22	Low WGD	Hamming Min. Ev.	0.323732119916531
0.075	5	22	Low WGD	Hamming NJ	0.0
0.075	5	22	Low WGD	MEDICC2	0.0
0.075	5	22	No WGD	MEDALT	1.0
0.075	5	22	No WGD	Euclidean Min. Ev.	0.0
0.075	5	22	No WGD	Euclidean NJ	0.0
0.075	5	22	No WGD	Hamming Min. Ev.	0.0
0.075	5	22	No WGD	Hamming NJ	0.0
0.075	5	22	No WGD	MEDICC2	0.0
0.075	5	23	High WGD	MEDALT	0.496393634439739
0.075	5	23	High WGD	Euclidean Min. Ev.	0.0
0.075	5	23	High WGD	Euclidean NJ	0.0
0.075	5	23	High WGD	Hamming Min. Ev.	0.0
0.075	5	23	High WGD	Hamming NJ	0.0
0.075	5	23	High WGD	MEDICC2	0.0
0.075	5	23	Low WGD	MEDALT	0.193126721428565
0.075	5	23	Low WGD	Euclidean Min. Ev.	0.0
0.075	5	23	Low WGD	Euclidean NJ	0.0
0.075	5	23	Low WGD	Hamming Min. Ev.	0.0
0.075	5	23	Low WGD	Hamming NJ	0.0
0.075	5	23	Low WGD	MEDICC2	0.0
0.075	5	23	No WGD	MEDALT	1.0
0.075	5	23	No WGD	Euclidean Min. Ev.	0.0
0.075	5	23	No WGD	Euclidean NJ	0.0
0.075	5	23	No WGD	Hamming Min. Ev.	0.0
0.075	5	23	No WGD	Hamming NJ	0.308181620264318
0.075	5	23	No WGD	MEDICC2	0.0
0.075	5	24	High WGD	MEDALT	1.0
0.075	5	24	High WGD	Euclidean Min. Ev.	0.0
0.075	5	24	High WGD	Euclidean NJ	0.0
0.075	5	24	High WGD	Hamming Min. Ev.	0.0
0.075	5	24	High WGD	Hamming NJ	0.0
0.075	5	24	High WGD	MEDICC2	0.0
0.075	5	24	Low WGD	MEDALT	1.0
0.075	5	24	Low WGD	Euclidean Min. Ev.	0.308181620264318
0.075	5	24	Low WGD	Euclidean NJ	0.308181620264318
0.075	5	24	Low WGD	Hamming Min. Ev.	0.308181620264318
0.075	5	24	Low WGD	Hamming NJ	0.0
0.075	5	24	Low WGD	MEDICC2	0.308181620264318
0.075	5	24	No WGD	MEDALT	0.496393634439739
0.075	5	24	No WGD	Euclidean Min. Ev.	0.0
0.075	5	24	No WGD	Euclidean NJ	0.0
0.075	5	24	No WGD	Hamming Min. Ev.	0.0
0.075	5	24	No WGD	Hamming NJ	0.0
0.075	5	24	No WGD	MEDICC2	0.0
0.075	10	0	High WGD	MEDALT	1.0
0.075	10	0	High WGD	Euclidean Min. Ev.	0.144976396343178
0.075	10	0	High WGD	Euclidean NJ	0.144976396343178
0.075	10	0	High WGD	Hamming Min. Ev.	0.144976396343178
0.075	10	0	High WGD	Hamming NJ	0.144976396343178
0.075	10	0	High WGD	MEDICC2	0.144976396343178
0.075	10	0	Low WGD	MEDALT	1.0
0.075	10	0	Low WGD	Euclidean Min. Ev.	0.0
0.075	10	0	Low WGD	Euclidean NJ	0.0
0.075	10	0	Low WGD	Hamming Min. Ev.	0.0
0.075	10	0	Low WGD	Hamming NJ	0.239563465904135
0.075	10	0	Low WGD	MEDICC2	0.0
0.075	10	0	No WGD	MEDALT	1.0
0.075	10	0	No WGD	Euclidean Min. Ev.	0.147997013849727
0.075	10	0	No WGD	Euclidean NJ	0.147997013849727
0.075	10	0	No WGD	Hamming Min. Ev.	0.147997013849727
0.075	10	0	No WGD	Hamming NJ	0.093233440688966
0.075	10	0	No WGD	MEDICC2	0.147997013849727
0.075	10	1	High WGD	MEDALT	1.0
0.075	10	1	High WGD	Euclidean Min. Ev.	0.0
0.075	10	1	High WGD	Euclidean NJ	0.256757506473093
0.075	10	1	High WGD	Hamming Min. Ev.	0.0
0.075	10	1	High WGD	Hamming NJ	0.0
0.075	10	1	High WGD	MEDICC2	0.0
0.075	10	1	Low WGD	MEDALT	1.0
0.075	10	1	Low WGD	Euclidean Min. Ev.	0.198741670587987
0.075	10	1	Low WGD	Euclidean NJ	0.198741670587987
0.075	10	1	Low WGD	Hamming Min. Ev.	0.198741670587987
0.075	10	1	Low WGD	Hamming NJ	0.110945988586546
0.075	10	1	Low WGD	MEDICC2	0.110945988586546
0.075	10	1	No WGD	MEDALT	1.0
0.075	10	1	No WGD	Euclidean Min. Ev.	0.0889046103511277
0.075	10	1	No WGD	Euclidean NJ	0.0889046103511277
0.075	10	1	No WGD	Hamming Min. Ev.	0.0889046103511277
0.075	10	1	No WGD	Hamming NJ	0.0
0.075	10	1	No WGD	MEDICC2	0.0
0.075	10	2	High WGD	MEDALT	1.0
0.075	10	2	High WGD	Euclidean Min. Ev.	0.280457879607719
0.075	10	2	High WGD	Euclidean NJ	0.253633172481512
0.075	10	2	High WGD	Hamming Min. Ev.	0.280457879607719
0.075	10	2	High WGD	Hamming NJ	0.128323943899847
0.075	10	2	High WGD	MEDICC2	0.0
0.075	10	2	Low WGD	MEDALT	0.599800541293356
0.075	10	2	Low WGD	Euclidean Min. Ev.	0.287013346308547
0.075	10	2	Low WGD	Euclidean NJ	0.287013346308547
0.075	10	2	Low WGD	Hamming Min. Ev.	0.287013346308547
0.075	10	2	Low WGD	Hamming NJ	0.263330240456907
0.075	10	2	Low WGD	MEDICC2	0.113523860283334
0.075	10	2	No WGD	MEDALT	1.0
0.075	10	2	No WGD	Euclidean Min. Ev.	0.132012672981698
0.075	10	2	No WGD	Euclidean NJ	0.210687770339266
0.075	10	2	No WGD	Hamming Min. Ev.	0.132012672981698
0.075	10	2	No WGD	Hamming NJ	0.093233440688966
0.075	10	2	No WGD	MEDICC2	0.132012672981698
0.075	10	3	High WGD	MEDALT	0.614758734902103
0.075	10	3	High WGD	Euclidean Min. Ev.	0.248116488146102
0.075	10	3	High WGD	Euclidean NJ	0.248116488146102
0.075	10	3	High WGD	Hamming Min. Ev.	0.248116488146102
0.075	10	3	High WGD	Hamming NJ	0.128323943899847
0.075	10	3	High WGD	MEDICC2	0.0
0.075	10	3	Low WGD	MEDALT	1.0
0.075	10	3	Low WGD	Euclidean Min. Ev.	0.15237460344861
0.075	10	3	Low WGD	Euclidean NJ	0.15237460344861
0.075	10	3	Low WGD	Hamming Min. Ev.	0.15237460344861
0.075	10	3	Low WGD	Hamming NJ	0.113523860283334
0.075	10	3	Low WGD	MEDICC2	0.0
0.075	10	3	No WGD	MEDALT	1.0
0.075	10	3	No WGD	Euclidean Min. Ev.	0.410479941026727
0.075	10	3	No WGD	Euclidean NJ	0.410479941026727
0.075	10	3	No WGD	Hamming Min. Ev.	0.410479941026727
0.075	10	3	No WGD	Hamming NJ	0.0
0.075	10	3	No WGD	MEDICC2	0.128451630603789
0.075	10	4	High WGD	MEDALT	0.925537353426903
0.075	10	4	High WGD	Euclidean Min. Ev.	0.250774466714973
0.075	10	4	High WGD	Euclidean NJ	0.250774466714973
0.075	10	4	High WGD	Hamming Min. Ev.	0.250774466714973
0.075	10	4	High WGD	Hamming NJ	0.217627419169796
0.075	10	4	High WGD	MEDICC2	0.142291101252022
0.075	10	4	Low WGD	MEDALT	1.0
0.075	10	4	Low WGD	Euclidean Min. Ev.	0.0
0.075	10	4	Low WGD	Euclidean NJ	0.0
0.075	10	4	Low WGD	Hamming Min. Ev.	0.0
0.075	10	4	Low WGD	Hamming NJ	0.120724618596701
0.075	10	4	Low WGD	MEDICC2	0.0
0.075	10	4	No WGD	MEDALT	1.0
0.075	10	4	No WGD	Euclidean Min. Ev.	0.0917872683552637
0.075	10	4	No WGD	Euclidean NJ	0.0917872683552637
0.075	10	4	No WGD	Hamming Min. Ev.	0.0917872683552637
0.075	10	4	No WGD	Hamming NJ	0.126340888363268
0.075	10	4	No WGD	MEDICC2	0.0
0.075	10	5	High WGD	MEDALT	0.780663209506064
0.075	10	5	High WGD	Euclidean Min. Ev.	0.13804330862614
0.075	10	5	High WGD	Euclidean NJ	0.13804330862614
0.075	10	5	High WGD	Hamming Min. Ev.	0.13804330862614
0.075	10	5	High WGD	Hamming NJ	0.0909295121974523
0.075	10	5	High WGD	MEDICC2	0.0
0.075	10	5	Low WGD	MEDALT	0.770330571855675
0.075	10	5	Low WGD	Euclidean Min. Ev.	0.0
0.075	10	5	Low WGD	Euclidean NJ	0.0
0.075	10	5	Low WGD	Hamming Min. Ev.	0.0
0.075	10	5	Low WGD	Hamming NJ	0.142291101252022
0.075	10	5	Low WGD	MEDICC2	0.0
0.075	10	5	No WGD	MEDALT	0.610225781917712
